Participant ID,Testing Site,Gender,Age,Edu,Pulau,Job_Status,Job_Title,Tenure,Level,Frekuensi Bermain Game,Jenis Game 1 (Action_Adventure),Jenis Game 2 (RPG),Jenis Game 3 (Strategy_Simulation),Jenis Game 4 (Sports_Racing),Jenis Game 5 (Casual_Puzzle),Jenis Game 6 (Not Applicable_Do Not Play),Jenis_Game_n,BFP.O_4item,WC_All,C_Semantic_All,C_Semantic_14item,C_Likert_All,C_Likert_13item,C_S_JE,C_S_DS,C_S_AOL,C_L_JE,C_L_DS,C_L_AOL,main_success_rate,redo_success,total_success,sum_weighted_score,avg_weighted_score,n_skip_hint_under22_reverse,percent_redo_duration_failedround,avg_duration_failed_round,n_redo_failed_round,n_redo_failed_round_exclusive,main_n_skip,main_sum_duration,main_avg_duration,percent_success_hint_after22,humility_bottomlimit,total_n_hint,main_n_hint,redo_n_hint,humility_challenging,n_redo,n_easier,n_same,n_choose_Harder,n_hintsusedat_10,n_hintsusedat_20,n_hintsusedat_30,avg_hintsusedat,n_veryeasy,n_easy,n_normal,n_hard,success_main_r1,success_main_r2,success_main_r3,success_main_r4,success_main_r5,success_main_r6,success_main_r7,success_main_r8,success_main_r9,success_main_r10,mechanic_type_r1,mechanic_type_r2,mechanic_type_r3,mechanic_type_r4,mechanic_type_r5,mechanic_type_r6,mechanic_type_r7,mechanic_type_r8,mechanic_type_r9,mechanic_type_r10,skip_main_r1,skip_main_r2,skip_main_r3,skip_main_r4,skip_main_r5,skip_main_r6,skip_main_r7,skip_main_r8,skip_main_r9,skip_main_r10,difficulty_r1,difficulty_r2,difficulty_r3,difficulty_r4,difficulty_r5,difficulty_r6,difficulty_r7,difficulty_r8,difficulty_r9,difficulty_r10,duration_main_r1,duration_main_r2,duration_main_r3,duration_main_r4,duration_main_r5,duration_main_r6,duration_main_r7,duration_main_r8,duration_main_r9,duration_main_r10,hintuse_main_r1,hintuse_main_r2,hintuse_main_r3,hintuse_main_r4,hintuse_main_r5,hintuse_main_r6,hintuse_main_r7,hintuse_main_r8,hintuse_main_r9,hintuse_main_r10,hintuse_time_main_r1,hintuse_time_main_r2,hintuse_time_main_r3,hintuse_time_main_r4,hintuse_time_main_r5,hintuse_time_main_r6,hintuse_time_main_r7,hintuse_time_main_r8,hintuse_time_main_r9,hintuse_time_main_r10,star_main_r1,star_main_r2,star_main_r3,star_main_r4,star_main_r5,star_main_r6,star_main_r7,star_main_r8,star_main_r9,star_main_r10,roundfailed_percent_1,roundfailed_percent_2,roundfailed_percent_3,difficultychange_1,difficultychange_2,difficultychange_3,redo_n_r1,redo_n_r2,redo_n_r3,redo_n_r4,redo_n_r5,redo_n_r6,redo_n_r7,redo_n_r8,redo_n_r9,redo_n_r10,redo_total_duration,redo_avg_duration,redo_percent_duration
ittckomsenin1a1,In-person,Perempuan,20,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Selalu (Setiap Hari),0,0,0,0,0,0,2,5.50,5.8,5.17,4.36,5.42,5.54,4.40,6.00,5.00,5.4,5.67,5.2,90,5,14,15,1.5,90,0,36.7,0,0,1,201.85,20.18,0,33.33,0,0,0,66.67,5,1,1,33.33,0,0,0,0,0,7,3,0,1,1,1,1,1,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Easy,20.53,19.58,11.58,25.93,11.3,4.02,28.78,37.78,36.7,5.63,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2,3,2,3,3,2,2,0,3,0,0,33.33,Same,Harder,Easier,1,1,0,1,0,0,1,1,0,0,55.17,11.034,36.78
ittckomsenin1a2,In-person,Perempuan,21,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Jarang (3-4 kali dalam sebulan),0,0,0,0,0,0,2,4.75,5,4.33,5.00,3.34,3.54,3.60,3.00,6.00,4.4,2.83,2.8,70,4,11,7.5,0.75,90,14.5,42.59,2,2,1,228.75,22.87,0,66.67,0,0,0,66.67,4,1,2,0,0,0,0,0,7,3,0,0,0,1,0,1,0,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,1,0,0,0,0,0,0,0,Easy,Easy,Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,45,21.1,37.78,10.22,45,11.48,10.35,35.23,5.67,6.92,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2,0,3,0,3,3,2,3,3,66.67,33.33,0,Easier,Same,Same,1,1,0,0,1,0,0,1,0,0,44.66,11.165,29.77333
ittckomsenin1a6,In-person,Perempuan,20,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Jarang (3-4 kali dalam sebulan),0,0,0,0,0,0,1,4.75,5.2,5,4.29,5.06,5.15,4.00,5.83,5.00,5.2,5.17,4.8,90,7,16,19.5,1.95,60,22.59,45,2,1,0,289.35,28.93,10,0,6,5,1,33.33,7,0,1,66.67,5,1,0,18.86,0,6,3,1,1,1,1,1,1,1,1,0,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,34.93,44.95,20.25,6.8,36.98,11.32,35.1,45,24.5,29.52,1,0,1,0,0,0,1,0,1,1,24.02,,15,,,,19.72,,19.1,16.45,1,2,1,3,2,3,1,0,1,1,0,0,33.33,Same,Harder,Harder,1,1,0,0,1,0,1,2,0,1,89.56,12.79429,59.70667
ittckomsenin1a7,In-person,Perempuan,21,S1/D4,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Tidak Pernah,0,0,0,0,0,0,1,5.75,5.7,5.11,5.57,5.53,5.77,4.60,5.17,5.43,5.6,6,5,100,3,13,16,1.6,80,0,0,0,0,0,153.93,15.39,10,0,3,3,0,33.33,3,0,2,33.33,3,1,1,20.27,0,9,1,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Normal,38.6,16.33,19.73,10.45,12.82,5.07,7.87,10.75,10.83,21.48,1,0,1,0,0,0,0,0,0,1,31.17,,15.6,,,,,,,14.05,1,2,1,3,3,3,3,3,3,1,0,0,0,Same,Same,Harder,1,1,0,0,0,0,0,0,0,1,29.09,9.696667,19.39333
labittcsenin1b11,In-person,Perempuan,18,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Jarang (3-4 kali dalam sebulan),0,0,0,0,0,0,1,4.75,4.4,4.72,5.07,4.02,4.00,4.00,4.17,5.71,4.2,3.67,4.2,100,6,16,17.5,1.75,100,0,0,0,0,0,185.52,18.55,10,0,1,1,0,33.33,6,0,2,33.33,1,1,1,31.5,0,6,4,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Normal,35.02,16.2,9.67,7.68,15.05,3.58,35.8,17.97,37.02,7.53,0,0,0,0,0,0,0,0,1,0,,,,,,,,,31.5,,2,2,3,3,2,3,2,2,1,3,0,0,0,Same,Harder,Same,1,1,0,1,1,0,1,1,0,0,52.18,8.696667,34.78667
labittcsenin1b12,In-person,Perempuan,18,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Jarang (3-4 kali dalam sebulan),0,0,0,0,0,0,2,3.50,3.8,2.78,4.93,3.71,3.62,2.00,2.33,3.71,3.6,3.33,4.2,100,5,15,16.5,1.65,40,0,0,0,0,0,193.62,19.36,0,0,6,6,0,33.33,5,1,1,33.33,3,0,0,9.49,0,7,3,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Easy,32.47,38.22,18.02,9.87,14.5,5.17,13.12,38.23,16.82,7.22,1,0,1,1,0,0,1,1,1,0,7.5,,13.83,2.5,,,2.63,18.1,12.4,,1,2,1,1,3,3,1,1,1,3,0,0,0,Same,Harder,Easier,1,1,0,1,0,0,1,1,0,0,68.03,13.606,45.35333
labittcsenin1b13,In-person,Perempuan,23,S1/D4,Jawa,Pekerja,project officer intern,0,Staf,Jarang (3-4 kali dalam sebulan),0,0,0,0,0,0,2,4.00,4.5,4.39,2.93,3.59,3.62,4.00,4.00,5.00,4,3.17,3.6,90,5,14,20,2,50,4.06,45,1,1,0,178.48,17.85,0,33.33,6,6,0,100,5,0,1,66.67,2,1,0,11.84,0,6,3,1,0,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,45,23.2,12.48,5.88,11.85,4.58,14.9,17.53,15.7,27.35,1,1,1,0,0,0,1,0,1,1,24.32,3.78,7.52,,,,9.1,,8.72,17.62,0,1,1,3,3,3,1,2,1,1,33.33,0,0,Same,Harder,Harder,1,1,0,0,0,0,1,1,0,1,53,10.6,35.33333
labittcsenin1b14,In-person,Perempuan,24,S1/D4,Jawa,Pekerja,Asisten Dosen,1,Staf,Jarang (3-4 kali dalam sebulan),0,0,0,0,0,0,1,5.00,6,4.39,4.43,5.67,5.62,3.00,4.50,5.29,5,6,6,80,9,17,8,0.8,30,16.3,45,3,2,0,177.17,17.72,0,33.33,12,9,3,33.33,9,3,0,0,2,2,1,8.95,7,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,45,45,6.6,15.2,17.98,8.6,9.12,12.25,9.18,8.23,1,1,1,1,1,1,1,1,1,0,38.25,27.07,2.45,1.62,2.75,2.12,1.83,2.02,2.48,,0,0,1,1,1,1,1,1,1,3,66.67,0,0,Easier,Easier,Easier,2,1,0,1,2,0,1,2,0,0,93.06,10.34,62.04
labittcsenin1b15,In-person,Perempuan,27,S1/D4,Luar Jawa,Mahasiswa,-,5,Freelance,Selalu (Setiap Hari),0,0,0,0,0,0,2,5.25,5.1,4.44,3.93,5.42,5.31,3.00,6.00,4.14,4.8,5.67,5.8,80,4,12,15.5,1.55,90,15.11,45,2,2,0,239.08,23.91,10,0,4,4,0,33.33,4,0,1,66.67,4,3,2,28.32,0,6,3,1,1,1,1,1,1,1,1,0,1,0,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,23.3,30.52,29.07,8.57,14.9,4.68,14.17,45,23.88,45,0,0,1,0,0,0,0,1,1,1,,,25.02,,,,,35.77,19.08,33.43,2,2,1,3,3,3,3,0,1,0,0,0,33.33,Same,Harder,Harder,1,1,0,0,0,0,0,1,0,1,40.37,10.0925,26.91333
labittcsenin1b16,In-person,Laki-laki,19,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Selalu (Setiap Hari),0,0,0,0,0,0,3,4.50,4.2,3.78,4.29,3.84,3.69,3.00,3.67,4.43,4.2,3.33,4,100,4,14,11,1.1,70,0,0,0,0,0,97.87,9.79,0,0,3,3,0,0,4,2,1,0,0,0,0,5.47,7,3,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,11.88,23.9,7.03,4.55,16.27,4.9,4.85,16.28,3,5.2,1,1,0,0,1,0,0,0,0,0,5.32,2.7,,,8.4,,,,,,1,1,3,3,1,3,3,2,3,3,0,0,0,Easier,Same,Easier,1,1,0,0,1,0,0,1,0,0,29.82,7.455,19.88
labittcsenin1b17,In-person,Laki-laki,20,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Selalu (Setiap Hari),0,0,0,0,0,0,2,5.25,5.2,5.28,4.00,4.71,4.69,4.60,5.17,5.86,5,4.33,4.8,100,4,14,15,1.5,50,0,0,0,0,0,115.75,11.57,0,0,5,5,0,0,4,0,3,0,0,0,0,4.14,0,10,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,24.63,17.92,8.05,8.62,13.65,10.97,8.65,13.05,4.58,5.63,1,0,1,1,0,1,1,0,0,0,4.15,,3.28,2.32,,8.3,2.67,,,,1,2,1,1,3,1,1,3,3,3,0,0,0,Same,Same,Same,1,1,0,1,0,0,1,0,0,0,30.77,7.6925,20.51333
labittcsenin1b19,In-person,Laki-laki,23,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Selalu (Setiap Hari),0,0,0,0,0,0,2,5.75,5.9,4.11,5.29,5.30,5.23,2.00,5.33,4.57,5.6,5.5,4.8,100,6,16,21.5,2.15,60,0,0,0,0,0,176.33,17.63,10,0,5,5,0,66.67,6,0,1,66.67,3,1,0,12.82,0,6,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,35.22,22.1,6.28,14.85,16.35,6.92,10.08,22.75,21.22,20.57,1,0,0,1,0,0,0,1,1,1,25.02,,,8.22,,,,5.18,14.32,11.35,1,2,3,1,2,3,3,1,1,1,0,0,0,Same,Harder,Harder,1,1,0,1,1,0,0,1,0,1,50.68,8.446667,33.78667
labittcsenin1b2,In-person,Perempuan,20,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Jarang (3-4 kali dalam sebulan),0,0,0,0,0,0,1,4.50,4.9,4,4.07,4.39,4.38,3.20,4.17,4.43,4.4,4.17,4.6,100,4,14,17.5,1.75,80,0,0,0,0,0,202.53,20.25,20,0,4,4,0,33.33,4,0,2,33.33,3,2,0,17.88,0,6,4,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Normal,33.6,39.75,17.42,5.93,31.28,5.25,8.97,32.82,14.6,12.92,1,0,1,0,0,0,0,1,1,0,25.35,,12.77,,,,,24.47,8.93,,1,2,1,3,2,3,3,1,1,3,0,0,0,Same,Harder,Same,1,1,0,0,1,0,0,1,0,0,39.26,9.815,26.17333
labittcsenin1b20,In-person,Laki-laki,24,S1/D4,Jawa,Pekerja,Associate Design Researcher,1,Staf,Tidak Pernah,0,0,0,0,0,0,1,4.50,4.8,4.5,4.21,3.79,4.08,3.80,5.00,4.57,5.2,3.17,3,100,2,12,17.5,1.75,90,0,0,0,0,0,136.7,13.67,0,0,1,1,0,33.33,2,0,2,33.33,1,0,0,17.92,0,6,4,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Normal,11.98,21.93,12.92,6.57,13.77,4.23,12.63,19.1,26.88,6.68,0,0,0,0,0,0,0,0,1,0,,,,,,,,,17.92,,3,2,3,3,3,3,3,2,1,3,0,0,0,Same,Harder,Same,0,1,0,0,0,0,0,1,0,0,29.58,14.79,19.72
labittcsenin1b22,In-person,Laki-laki,19,SMA,Jawa,Mahasiswa,Health Safety Executive,0,N/A (Bukan Pekerja),Sering (3-4 kali dalam seminggu),0,0,0,0,0,0,4,3.75,4.7,3.89,4.64,3.83,3.92,3.20,3.50,4.71,4.2,3.5,3.8,100,3,13,16,1.6,80,0,0,0,0,0,164.17,16.42,10,0,3,3,0,33.33,3,0,2,33.33,3,2,0,22.35,0,9,1,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Normal,26.13,18.02,22.87,5.77,12.25,25.53,5.05,10.23,5.63,32.68,1,0,1,0,0,0,0,0,0,1,20.67,,19.4,,,,,,,26.98,1,2,1,3,3,2,3,3,3,1,0,0,0,Same,Same,Harder,1,1,0,0,0,0,0,0,0,1,21.16,7.053333,14.10667
labittcsenin1b24,In-person,Perempuan,18,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Jarang (3-4 kali dalam sebulan),0,0,0,0,0,0,1,4.75,4.3,3.83,4.14,4.31,4.15,3.00,3.33,4.86,5,3.33,4.6,90,6,15,16,1.6,40,8.11,45,1,1,0,218.25,21.82,0,33.33,7,7,0,66.67,6,0,2,33.33,5,1,1,14.96,0,6,4,0,1,0,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Normal,32.4,45,11.13,10.68,22.1,4.47,24.67,37.68,18.68,11.43,1,1,1,1,0,0,1,1,1,0,19.2,33.95,5.63,2.9,,,15.6,14.33,13.1,,1,0,1,1,2,3,1,1,1,3,33.33,0,0,Same,Harder,Same,1,1,0,1,1,0,1,1,0,0,64.69,10.78167,43.12667
labittcsenin1b25,In-person,Perempuan,20,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Jarang (3-4 kali dalam sebulan),0,0,0,0,0,0,1,3.50,3.5,3,3.93,3.14,3.23,2.40,2.50,3.86,3.6,2.83,3,100,0,10,17.5,1.75,100,0,0,0,0,0,103.28,10.33,0,0,0,0,0,33.33,0,0,2,33.33,0,0,0,0,0,6,4,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Normal,8.12,17.48,5.47,6.45,15.73,4.15,6.75,17.22,4.15,17.77,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,2,3,3,2,3,3,2,3,2,0,0,0,Same,Harder,Same,0,0,0,0,0,0,0,0,0,0,0,0,0
labittcsenin1b4,In-person,Laki-laki,20,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Tidak Pernah,0,0,0,0,0,0,2,4.50,4.1,3.83,3.00,4.07,3.92,3.80,3.17,4.43,4,4,4.2,100,4,14,21.5,2.15,90,0,0,0,0,0,206.37,20.64,30,0,4,4,0,66.67,4,0,1,66.67,4,4,1,26.52,0,6,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Hard,41.83,18.1,7.22,9.6,12.1,3.83,10.52,36.02,30.45,36.7,1,0,0,0,0,0,0,1,1,1,32.87,,,,,,,20.43,24.32,28.47,1,2,3,3,3,3,3,1,1,1,0,0,0,Same,Harder,Harder,1,1,0,0,0,0,0,1,0,1,36.38,9.095,24.25333
labittcsenin1b6,In-person,Laki-laki,21,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Tidak Pernah,0,0,0,0,0,0,1,4.50,4.2,4,4.07,4.16,4.08,2.20,3.83,5.43,4.2,3.67,4.6,80,1,9,19,1.9,100,51.28,45,1,1,0,313.45,31.34,10,33.33,3,2,1,100,1,1,0,66.67,2,2,2,32.35,0,3,4,3,1,1,1,1,1,1,0,1,0,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Normal,Normal,Normal,Hard,Hard,Hard,Normal,21.72,38.7,10.4,40.33,20.88,37.88,45,32.32,45,21.22,0,0,0,0,0,1,0,0,1,0,,,,,,33.8,,,30.9,,2,2,3,2,2,1,0,2,0,2,0,0,66.67,Harder,Harder,Easier,0,0,0,0,0,0,1,0,0,0,76.92,76.92,51.28
labittcsenin1b7,In-person,Laki-laki,24,S1/D4,Jawa,Pekerja,Legal Staff,2,Staf,Sering (3-4 kali dalam seminggu),0,0,0,0,0,0,3,6.00,6,5.72,4.21,5.74,5.85,5.80,5.83,5.57,5.8,5.83,5.6,70,7,14,17,1.7,80,23.96,38.87,3,2,1,287.2,28.72,10,33.33,6,4,2,66.67,7,1,0,66.67,4,3,3,27.88,0,3,4,3,1,1,1,1,0,1,0,1,0,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,Easy,Easy,Easy,Normal,Normal,Normal,Hard,Hard,Hard,Normal,40.87,39.97,6.38,7.93,45,23.32,45,42.43,26.62,9.68,1,0,0,0,1,1,1,0,0,0,31.78,,,,30.9,16.48,32.37,,,,1,2,3,3,0,1,0,2,0,3,0,33.33,66.67,Harder,Harder,Easier,1,1,0,0,1,0,2,2,0,0,74.42,10.63143,49.61333
labittcsenin1b9,In-person,Perempuan,18,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Sering (3-4 kali dalam seminggu),0,0,0,0,0,0,3,4.75,4.7,3.44,5.64,3.92,4.00,2.60,2.83,4.57,3.8,4.17,3.8,70,9,16,11,1.1,30,15.87,35.1,5,2,2,233.6,23.36,0,33.33,13,8,5,66.67,9,1,0,66.67,4,2,0,11.95,3,6,1,0,0,1,0,0,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,1,0,0,1,0,0,0,0,0,0,Easy,Easy,Easy,Very Easy,Very Easy,Very Easy,Easy,Easy,Easy,Normal,15.88,62.42,45,44.42,13.93,5.88,16.37,12.92,5.62,11.17,1,1,1,1,1,0,1,0,1,1,13.37,10.22,28.23,27.1,3.12,,9.08,,2.35,2.12,0,1,0,0,1,3,1,3,1,1,66.67,33.33,0,Easier,Harder,Harder,2,1,0,3,2,0,1,0,0,0,102.13,11.34778,68.08667
labjumatsesi1a10,In-person,Laki-laki,21,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Sering (3-4 kali dalam seminggu),0,0,0,0,0,0,3,4.75,4.8,4.56,3.57,4.69,4.77,3.40,4.17,5.71,5,4.67,4.4,90,5,14,27,2.7,80,12.43,45,2,1,0,196.9,19.69,10,0,5,4,1,66.67,5,0,0,100,4,2,1,24,0,3,3,4,1,1,1,1,0,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Normal,Normal,Normal,Hard,Hard,Hard,Hard,7.33,18.93,10.02,13.47,45,27.82,21.15,26.32,20.88,5.98,0,0,0,0,1,1,0,1,1,0,,,,,39.93,24.02,,18.02,14.03,,3,2,3,3,0,1,2,1,1,3,0,33.33,0,Harder,Harder,Harder,0,1,0,0,2,0,1,1,0,0,63.53,12.706,42.35333
labjumatsesi1a11,In-person,Laki-laki,19,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Selalu (Setiap Hari),0,0,0,0,0,0,2,5.00,4.8,4.56,4.64,4.67,5.00,3.80,4.50,5.14,5,5,4,100,5,15,16.5,1.65,60,0,0,0,0,0,188.38,18.84,10,0,5,5,0,33.33,5,1,1,33.33,3,2,0,15.15,0,7,3,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Easy,36.47,19.82,19.42,16.72,10.35,3.5,21.55,35.67,19.03,5.87,1,0,1,1,0,0,0,1,1,0,25.7,,12.98,8.15,,,,20.1,8.8,,1,2,1,1,3,3,2,1,1,3,0,0,0,Same,Harder,Easier,1,1,0,1,0,0,1,1,0,0,44.12,8.824,29.41333
labjumatsesi1a12,In-person,Laki-laki,20,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Selalu (Setiap Hari),0,0,0,0,0,0,1,5.25,5.4,4.56,4.57,4.61,4.62,3.40,4.50,5.43,4.6,4.83,4.4,90,1,10,14.5,1.45,80,48.39,38.37,1,1,1,215.88,21.59,10,33.33,3,2,1,66.67,2,1,1,33.33,1,1,1,20.36,0,7,3,0,1,1,1,1,1,1,0,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,1,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Normal,Normal,Normal,Easy,30.32,34.35,8.28,7.6,10.87,4.07,38.37,49.35,15.17,17.52,0,0,0,0,0,0,0,1,1,0,,,,,,,,33.23,7.48,,2,2,3,3,3,3,0,1,1,2,0,0,33.33,Same,Harder,Easier,0,0,0,0,0,0,1,1,0,0,99.3,49.65,66.2
labjumatsesi1a13,In-person,Laki-laki,20,SMA,Jawa,Mahasiswa,mahasiswa,0,N/A (Bukan Pekerja),Selalu (Setiap Hari),0,0,0,0,0,0,1,3.75,4.2,4.67,4.71,3.92,3.62,4.40,5.00,4.57,4.2,3.17,4.4,80,1,9,9,0.9,100,90.34,45,2,2,0,204.57,20.46,0,66.67,0,0,0,66.67,2,1,2,0,0,0,0,0,7,3,0,0,1,1,1,1,0,1,1,0,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,30.43,40.23,9.87,8.08,45,4.32,8.7,45,4.5,8.43,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2,3,3,0,3,3,0,3,3,0,33.33,33.33,Easier,Same,Same,0,0,0,0,1,0,0,1,0,0,135.51,67.755,90.34
labjumatsesi1a14,In-person,Laki-laki,19,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Sering (3-4 kali dalam seminggu),0,0,0,0,0,0,2,4.25,4.3,4.33,4.79,4.40,4.54,2.60,5.33,4.71,4.2,5,4,90,3,12,15.5,1.55,90,9.56,45,1,1,0,135.4,13.54,0,33.33,2,2,0,100,3,1,0,66.67,2,1,0,19.08,0,6,4,0,1,1,1,1,0,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Normal,Normal,Normal,Easy,Easy,Easy,Normal,7.58,16.15,4.6,15.32,45,16.8,5.87,9.93,5.27,8.88,0,0,0,0,1,1,0,0,0,0,,,,,24.73,13.43,,,,,3,2,3,2,0,1,3,3,3,3,0,33.33,0,Harder,Easier,Harder,0,1,0,1,1,0,0,0,0,0,29.05,9.683333,19.36667
labjumatsesi1a15,In-person,Perempuan,20,SMA,Jawa,Mahasiswa,-,0,N/A (Bukan Pekerja),Sering (3-4 kali dalam seminggu),0,0,0,0,0,0,2,4.75,4.8,4,4.43,4.04,4.23,2.80,5.17,3.86,4.2,4.33,3.6,100,3,13,12.5,1.25,100,0,0,0,0,0,121.73,12.17,0,0,0,0,0,0,3,1,2,0,0,0,0,0,4,6,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,Easy,Easy,Easy,Easy,Easy,Easy,Very Easy,Very Easy,Very Easy,Very Easy,23.1,13.98,4.93,24.23,10.9,3.98,6.53,23.75,3.63,6.68,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,3,3,2,3,3,3,2,3,3,0,0,0,Same,Easier,Same,1,0,0,1,0,0,0,1,0,0,26.87,8.956667,17.91333
